"","go_id","pval","padj","description","full_go","cluster"
"413","GO:0061136",1.8223530919322e-05,0.000700083635752937,"regulation of proteasomal protein catabolic process","GO:0061136 regulation of proteasomal protein catabolic process",1
"414","GO:1903362",2.00890209389476e-05,0.000769885039172324,"regulation of cellular protein catabolic process","GO:1903362 regulation of cellular protein catabolic process",1
"415","GO:0006356",2.05423422102876e-05,0.000785360967490175,"regulation of transcription by RNA polymerase I","GO:0006356 regulation of transcription by RNA polymerase I",1
"416","GO:0032200",2.08859303546004e-05,0.000796577334149255,"telomere organization","GO:0032200 telomere organization",1
"417","GO:0007030",2.1663224794051e-05,0.000824241545761182,"Golgi organization","GO:0007030 Golgi organization",1
"418","GO:0060341",2.22565659132994e-05,0.000844791087991409,"regulation of cellular localization","GO:0060341 regulation of cellular localization",1
"419","GO:1904816",2.33005700854716e-05,0.000882307505909527,"positive regulation of protein localization to chromosome, telomeric region","GO:1904816 positive regulation of protein localization to chromosome, telomeric region",1
"420","GO:0007265",2.47863058975504e-05,0.000936332212786989,"Ras protein signal transduction","GO:0007265 Ras protein signal transduction",1
"421","GO:0000723",2.55398224134061e-05,0.000962505516415919,"telomere maintenance","GO:0000723 telomere maintenance",1
"422","GO:0039531",2.61493145127644e-05,0.000983139867439623,"regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway","GO:0039531 regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway",1
"423","GO:0043038",2.64412443472311e-05,0.000991765444002764,"amino acid activation","GO:0043038 amino acid activation",1
"424","GO:0006475",2.67565294297492e-05,0.000998868461017412,"internal protein amino acid acetylation","GO:0006475 internal protein amino acid acetylation",1
"425","GO:0018393",2.67565294297492e-05,0.000998868461017412,"internal peptidyl-lysine acetylation","GO:0018393 internal peptidyl-lysine acetylation",1
"426","GO:1904814",2.73509790730776e-05,0.00101627783131955,"regulation of protein localization to chromosome, telomeric region","GO:1904814 regulation of protein localization to chromosome, telomeric region",1
"427","GO:2000232",2.73509790730776e-05,0.00101627783131955,"regulation of rRNA processing","GO:2000232 regulation of rRNA processing",1
"428","GO:0042770",2.768418770784e-05,0.00102407147361377,"signal transduction in response to DNA damage","GO:0042770 signal transduction in response to DNA damage",1
"429","GO:0044843",2.76898186171881e-05,0.00102407147361377,"cell cycle G1/S phase transition","GO:0044843 cell cycle G1/S phase transition",1
"430","GO:0018394",2.79130343027946e-05,0.00102992605173986,"peptidyl-lysine acetylation","GO:0018394 peptidyl-lysine acetylation",1
"431","GO:0034472",2.80608074591462e-05,0.00103297626716198,"snRNA 3'-end processing","GO:0034472 snRNA 3'-end processing",1
"432","GO:0031503",2.83575181258687e-05,0.00104148236709498,"protein-containing complex localization","GO:0031503 protein-containing complex localization",1
"433","GO:0006614",2.87013600444414e-05,0.00105167616273697,"SRP-dependent cotranslational protein targeting to membrane","GO:0006614 SRP-dependent cotranslational protein targeting to membrane",1
"434","GO:0023057",2.89525590353382e-05,0.00105843617892782,"negative regulation of signaling","GO:0023057 negative regulation of signaling",1
"435","GO:0001701",2.91934205345297e-05,0.00106478806942724,"in utero embryonic development","GO:0001701 in utero embryonic development",1
"436","GO:0048585",2.95740751195809e-05,0.00107619788038365,"negative regulation of response to stimulus","GO:0048585 negative regulation of response to stimulus",1
"437","GO:0140694",2.97414597557927e-05,0.00107981235809017,"non-membrane-bounded organelle assembly","GO:0140694 non-membrane-bounded organelle assembly",1
"438","GO:0010611",3.09686141907386e-05,0.00111924381036505,"regulation of cardiac muscle hypertrophy","GO:0010611 regulation of cardiac muscle hypertrophy",1
"439","GO:0060968",3.09686141907386e-05,0.00111924381036505,"regulation of gene silencing","GO:0060968 regulation of gene silencing",1
"440","GO:0007264",3.1410899434814e-05,0.00113264847825627,"small GTPase mediated signal transduction","GO:0007264 small GTPase mediated signal transduction",1
"441","GO:0045927",3.19772208478392e-05,0.00115045484347351,"positive regulation of growth","GO:0045927 positive regulation of growth",1
"442","GO:0010648",3.23263843628564e-05,0.00116038555271738,"negative regulation of cell communication","GO:0010648 negative regulation of cell communication",1
"443","GO:0040029",3.24910312283169e-05,0.00116366298299882,"regulation of gene expression, epigenetic","GO:0040029 regulation of gene expression, epigenetic",1
"444","GO:0051223",3.30409387570667e-05,0.00118069264486401,"regulation of protein transport","GO:0051223 regulation of protein transport",1
"445","GO:1903507",3.34188204325643e-05,0.00119151237074846,"negative regulation of nucleic acid-templated transcription","GO:1903507 negative regulation of nucleic acid-templated transcription",1
"446","GO:1903047",3.42204739526575e-05,0.00121735883348176,"mitotic cell cycle process","GO:1903047 mitotic cell cycle process",1
"447","GO:0051338",3.44592108558418e-05,0.00122310926048945,"regulation of transferase activity","GO:0051338 regulation of transferase activity",1
"448","GO:0006611",3.47798738624693e-05,0.00123173544353111,"protein export from nucleus","GO:0006611 protein export from nucleus",1
"449","GO:2001242",3.52609744566874e-05,0.00124599247378575,"regulation of intrinsic apoptotic signaling pathway","GO:2001242 regulation of intrinsic apoptotic signaling pathway",1
"450","GO:1902679",3.62586530861068e-05,0.00127839953303149,"negative regulation of RNA biosynthetic process","GO:1902679 negative regulation of RNA biosynthetic process",1
"451","GO:0051098",3.68049766172079e-05,0.00129478438804572,"regulation of binding","GO:0051098 regulation of binding",1
"452","GO:0035162",3.73187615054303e-05,0.00130995457974592,"embryonic hemopoiesis","GO:0035162 embryonic hemopoiesis",1
"453","GO:0008283",3.95607234321331e-05,0.00138558595579299,"cell population proliferation","GO:0008283 cell population proliferation",1
"454","GO:0019080",4.0013442762461e-05,0.00139835524861059,"viral gene expression","GO:0019080 viral gene expression",1
"455","GO:0043620",4.15498002769318e-05,0.00144885523339297,"regulation of DNA-templated transcription in response to stress","GO:0043620 regulation of DNA-templated transcription in response to stress",1
"456","GO:0001824",4.16495732495944e-05,0.00144914940609225,"blastocyst development","GO:0001824 blastocyst development",1
"457","GO:0009968",4.33849574806167e-05,0.00150622699209511,"negative regulation of signal transduction","GO:0009968 negative regulation of signal transduction",1
"458","GO:0032204",4.36660810415008e-05,0.00151124057725001,"regulation of telomere maintenance","GO:0032204 regulation of telomere maintenance",1
"459","GO:0043618",4.37198679539741e-05,0.00151124057725001,"regulation of transcription from RNA polymerase II promoter in response to stress","GO:0043618 regulation of transcription from RNA polymerase II promoter in response to stress",1
"460","GO:0031058",4.4039905014511e-05,0.00151899376730485,"positive regulation of histone modification","GO:0031058 positive regulation of histone modification",1
"461","GO:0033044",5.46767467470849e-05,0.00188178148349078,"regulation of chromosome organization","GO:0033044 regulation of chromosome organization",1
"462","GO:0000290",5.52694805639774e-05,0.00189396453267401,"deadenylation-dependent decapping of nuclear-transcribed mRNA","GO:0000290 deadenylation-dependent decapping of nuclear-transcribed mRNA",1
"463","GO:1904851",5.52694805639774e-05,0.00189396453267401,"positive regulation of establishment of protein localization to telomere","GO:1904851 positive regulation of establishment of protein localization to telomere",1
"464","GO:0045892",5.54614522903182e-05,0.00189644698715127,"negative regulation of transcription, DNA-templated","GO:0045892 negative regulation of transcription, DNA-templated",1
"465","GO:0032386",5.58430289496561e-05,0.00190538816626934,"regulation of intracellular transport","GO:0032386 regulation of intracellular transport",1
"466","GO:0033120",5.67972898904878e-05,0.00193378927339588,"positive regulation of RNA splicing","GO:0033120 positive regulation of RNA splicing",1
"467","GO:0070536",5.95472115142044e-05,0.0020230750704162,"protein K63-linked deubiquitination","GO:0070536 protein K63-linked deubiquitination",1
"468","GO:0042176",5.97220394089579e-05,0.00202467922491993,"regulation of protein catabolic process","GO:0042176 regulation of protein catabolic process",1
"469","GO:0006325",6.39220172413224e-05,0.00216244504381838,"chromatin organization","GO:0006325 chromatin organization",1
"470","GO:0010833",6.56361878011013e-05,0.00221100585064177,"telomere maintenance via telomere lengthening","GO:0010833 telomere maintenance via telomere lengthening",1
"471","GO:0098586",6.56361878011013e-05,0.00221100585064177,"cellular response to virus","GO:0098586 cellular response to virus",1
"472","GO:0019058",6.61490370081796e-05,0.00221885966421095,"viral life cycle","GO:0019058 viral life cycle",1
"473","GO:0031334",6.61490370081796e-05,0.00221885966421095,"positive regulation of protein-containing complex assembly","GO:0031334 positive regulation of protein-containing complex assembly",1
"474","GO:0071897",6.82518550657155e-05,0.0022845652583811,"DNA biosynthetic process","GO:0071897 DNA biosynthetic process",1
"475","GO:0098781",6.92140860641311e-05,0.00231189618840738,"ncRNA transcription","GO:0098781 ncRNA transcription",1
"476","GO:0031167",7.03008673445536e-05,0.00234326378421993,"rRNA methylation","GO:0031167 rRNA methylation",1
"477","GO:0033043",7.04736320753558e-05,0.00234409779142054,"regulation of organelle organization","GO:0033043 regulation of organelle organization",1
"478","GO:0070585",7.19416375783499e-05,0.00238792054773661,"protein localization to mitochondrion","GO:0070585 protein localization to mitochondrion",1
"479","GO:0043065",7.25631312561004e-05,0.00239851383439435,"positive regulation of apoptotic process","GO:0043065 positive regulation of apoptotic process",1
"480","GO:0072091",7.2431230980244e-05,0.00239851383439435,"regulation of stem cell proliferation","GO:0072091 regulation of stem cell proliferation",1
"481","GO:0070202",7.38564160384335e-05,0.00243113256611159,"regulation of establishment of protein localization to chromosome","GO:0070202 regulation of establishment of protein localization to chromosome",1
"482","GO:0070816",7.38564160384335e-05,0.00243113256611159,"phosphorylation of RNA polymerase II C-terminal domain","GO:0070816 phosphorylation of RNA polymerase II C-terminal domain",1
"483","GO:0051130",7.54604622566411e-05,0.00247879025706805,"positive regulation of cellular component organization","GO:0051130 positive regulation of cellular component organization",1
"484","GO:0043967",7.57843501144452e-05,0.00248428615478468,"histone H4 acetylation","GO:0043967 histone H4 acetylation",1
"485","GO:0006613",7.77655670430129e-05,0.00254397626124627,"cotranslational protein targeting to membrane","GO:0006613 cotranslational protein targeting to membrane",1
"486","GO:0009719",7.88203787054779e-05,0.0025731772192204,"response to endogenous stimulus","GO:0009719 response to endogenous stimulus",1
"487","GO:0006999",8.21096008460437e-05,0.00266411232520108,"nuclear pore organization","GO:0006999 nuclear pore organization",1
"488","GO:0071025",8.21096008460437e-05,0.00266411232520108,"RNA surveillance","GO:0071025 RNA surveillance",1
"489","GO:0110156",8.21096008460437e-05,0.00266411232520108,"methylguanosine-cap decapping","GO:0110156 methylguanosine-cap decapping",1
"490","GO:0046639",9.05346520796843e-05,0.00293147508142096,"negative regulation of alpha-beta T cell differentiation","GO:0046639 negative regulation of alpha-beta T cell differentiation",1
"491","GO:0071495",9.31691543886721e-05,0.00301063503774067,"cellular response to endogenous stimulus","GO:0071495 cellular response to endogenous stimulus",1
"492","GO:0014743",9.3727092768351e-05,0.00302250823955825,"regulation of muscle hypertrophy","GO:0014743 regulation of muscle hypertrophy",1
"493","GO:1903706",9.46617836679134e-05,0.00304645813321524,"regulation of hemopoiesis","GO:1903706 regulation of hemopoiesis",1
"494","GO:0022402",9.80824250013057e-05,0.00315015335034558,"cell cycle process","GO:0022402 cell cycle process",1
"495","GO:0097191",0.000100041994891803,0.00320659856758253,"extrinsic apoptotic signaling pathway","GO:0097191 extrinsic apoptotic signaling pathway",1
"496","GO:0072331",0.000104055770869811,0.00332852592867021,"signal transduction by p53 class mediator","GO:0072331 signal transduction by p53 class mediator",1
"497","GO:0010564",0.000108573040640101,0.0034660359412391,"regulation of cell cycle process","GO:0010564 regulation of cell cycle process",1
"498","GO:0009156",0.000109685388338142,0.00349451480195373,"ribonucleoside monophosphate biosynthetic process","GO:0009156 ribonucleoside monophosphate biosynthetic process",1
"499","GO:0007346",0.000113390402580716,0.0036053148844602,"regulation of mitotic cell cycle","GO:0007346 regulation of mitotic cell cycle",1
"500","GO:1901988",0.000119484858829456,0.00379149354037629,"negative regulation of cell cycle phase transition","GO:1901988 negative regulation of cell cycle phase transition",1
"501","GO:0030335",0.000123392481784175,0.00390767488221102,"positive regulation of cell migration","GO:0030335 positive regulation of cell migration",1
"502","GO:0065009",0.000125270884261689,0.00395925866473297,"regulation of molecular function","GO:0065009 regulation of molecular function",1
"503","GO:0016482",0.000131529810996426,0.00414881109596282,"cytosolic transport","GO:0016482 cytosolic transport",1
"504","GO:0045595",0.000132699340861061,0.00417739631369364,"regulation of cell differentiation","GO:0045595 regulation of cell differentiation",1
"505","GO:0043371",0.000133210183059105,0.0041851737909223,"negative regulation of CD4-positive, alpha-beta T cell differentiation","GO:0043371 negative regulation of CD4-positive, alpha-beta T cell differentiation",1
"506","GO:0046777",0.000139429189816206,0.00437190420083779,"protein autophosphorylation","GO:0046777 protein autophosphorylation",1
"507","GO:0040017",0.00014351199582578,0.00449104797982607,"positive regulation of locomotion","GO:0040017 positive regulation of locomotion",1
"508","GO:0000381",0.00014485434184394,0.00451524359075825,"regulation of alternative mRNA splicing, via spliceosome","GO:0000381 regulation of alternative mRNA splicing, via spliceosome",1
"509","GO:0001825",0.00014485434184394,0.00451524359075825,"blastocyst formation","GO:0001825 blastocyst formation",1
"510","GO:0009615",0.000146263788113382,0.00454133319414269,"response to virus","GO:0009615 response to virus",1
"511","GO:0043491",0.000146142453533482,0.00454133319414269,"protein kinase B signaling","GO:0043491 protein kinase B signaling",1
"512","GO:0043555",0.000158603973008131,0.00491486452294338,"regulation of translation in response to stress","GO:0043555 regulation of translation in response to stress",1
"513","GO:0043068",0.000159232778378236,0.00492473150438421,"positive regulation of programmed cell death","GO:0043068 positive regulation of programmed cell death",1
"514","GO:0006487",0.00016300533196511,0.00503160038318761,"protein N-linked glycosylation","GO:0006487 protein N-linked glycosylation",1
"515","GO:0031365",0.000172777392058078,0.0053125699658788,"N-terminal protein amino acid modification","GO:0031365 N-terminal protein amino acid modification",1
"516","GO:1902235",0.000172777392058078,0.0053125699658788,"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","GO:1902235 regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",1
"517","GO:0070848",0.000176095287706265,0.00540411573452146,"response to growth factor","GO:0070848 response to growth factor",1
"518","GO:0000959",0.00017968705985579,0.00549309227682459,"mitochondrial RNA metabolic process","GO:0000959 mitochondrial RNA metabolic process",1
"519","GO:0035196",0.00017968705985579,0.00549309227682459,"production of miRNAs involved in gene silencing by miRNA","GO:0035196 production of miRNAs involved in gene silencing by miRNA",1
"520","GO:0016197",0.000180081218904864,0.00549455503681648,"endosomal transport","GO:0016197 endosomal transport",1
"521","GO:0016075",0.000185459212808057,0.00558901029766275,"rRNA catabolic process","GO:0016075 rRNA catabolic process",1
"522","GO:0035520",0.000185995048352826,0.00558901029766275,"monoubiquitinated protein deubiquitination","GO:0035520 monoubiquitinated protein deubiquitination",1
"523","GO:0045292",0.000185459212808057,0.00558901029766275,"mRNA cis splicing, via spliceosome","GO:0045292 mRNA cis splicing, via spliceosome",1
"524","GO:0046827",0.000185459212808057,0.00558901029766275,"positive regulation of protein export from nucleus","GO:0046827 positive regulation of protein export from nucleus",1
"525","GO:0051292",0.000185995048352826,0.00558901029766275,"nuclear pore complex assembly","GO:0051292 nuclear pore complex assembly",1
"526","GO:1901987",0.00018489471747937,0.00558901029766275,"regulation of cell cycle phase transition","GO:1901987 regulation of cell cycle phase transition",1
"527","GO:1905897",0.000184348058860083,0.00558901029766275,"regulation of response to endoplasmic reticulum stress","GO:1905897 regulation of response to endoplasmic reticulum stress",1
"528","GO:2000234",0.000185995048352826,0.00558901029766275,"positive regulation of rRNA processing","GO:2000234 positive regulation of rRNA processing",1
"529","GO:0050896",0.000190295461319546,0.00570742493250647,"response to stimulus","GO:0050896 response to stimulus",1
"530","GO:0046822",0.000195918308130984,0.00586498089963434,"regulation of nucleocytoplasmic transport","GO:0046822 regulation of nucleocytoplasmic transport",1
"531","GO:0019827",0.000198509701670717,0.00593136521037211,"stem cell population maintenance","GO:0019827 stem cell population maintenance",1
"532","GO:0006278",0.000212225144587268,0.00629376475518055,"RNA-dependent DNA biosynthetic process","GO:0006278 RNA-dependent DNA biosynthetic process",1
"533","GO:0007004",0.000212225144587268,0.00629376475518055,"telomere maintenance via telomerase","GO:0007004 telomere maintenance via telomerase",1
"534","GO:0008334",0.000211510732644855,0.00629376475518055,"histone mRNA metabolic process","GO:0008334 histone mRNA metabolic process",1
"535","GO:0065002",0.000211193645972019,0.00629376475518055,"intracellular protein transmembrane transport","GO:0065002 intracellular protein transmembrane transport",1
"536","GO:0039529",0.00021541092443752,0.0063763241177718,"RIG-I signaling pathway","GO:0039529 RIG-I signaling pathway",1
"537","GO:0071044",0.000230774540116469,0.00681837775323632,"histone mRNA catabolic process","GO:0071044 histone mRNA catabolic process",1
"538","GO:0000054",0.000232695810721701,0.00682459763359792,"ribosomal subunit export from nucleus","GO:0000054 ribosomal subunit export from nucleus",1
"539","GO:0000245",0.000232705617028644,0.00682459763359792,"spliceosomal complex assembly","GO:0000245 spliceosomal complex assembly",1
"540","GO:0033750",0.000232695810721701,0.00682459763359792,"ribosome localization","GO:0033750 ribosome localization",1
"541","GO:0045786",0.000232346777193883,0.00682459763359792,"negative regulation of cell cycle","GO:0045786 negative regulation of cell cycle",1
"542","GO:0051865",0.000237355453819468,0.00694812108911379,"protein autoubiquitination","GO:0051865 protein autoubiquitination",1
"543","GO:0000491",0.000242375902548307,0.00703069263775942,"small nucleolar ribonucleoprotein complex assembly","GO:0000491 small nucleolar ribonucleoprotein complex assembly",1
"544","GO:0032502",0.000242391836181419,0.00703069263775942,"developmental process","GO:0032502 developmental process",1
"545","GO:0098727",0.000240624304272834,0.00703069263775942,"maintenance of cell number","GO:0098727 maintenance of cell number",1
"546","GO:0098787",0.000242375902548307,0.00703069263775942,"mRNA cleavage involved in mRNA processing","GO:0098787 mRNA cleavage involved in mRNA processing",1
"547","GO:1905214",0.000242375902548307,0.00703069263775942,"regulation of RNA binding","GO:1905214 regulation of RNA binding",1
"548","GO:0051896",0.000245306015468168,0.00710223584200357,"regulation of protein kinase B signaling","GO:0051896 regulation of protein kinase B signaling",1
"549","GO:2000515",0.000246445937322682,0.00712224269865513,"negative regulation of CD4-positive, alpha-beta T cell activation","GO:2000515 negative regulation of CD4-positive, alpha-beta T cell activation",1
"550","GO:0009124",0.000248981574441604,0.00718243938198271,"nucleoside monophosphate biosynthetic process","GO:0009124 nucleoside monophosphate biosynthetic process",1
"551","GO:0009408",0.000254516960895677,0.00732879510266934,"response to heat","GO:0009408 response to heat",1
"552","GO:0016180",0.000266940007426049,0.007672590865619,"snRNA processing","GO:0016180 snRNA processing",1
"553","GO:0043254",0.000267612317675102,0.00767800548324262,"regulation of protein-containing complex assembly","GO:0043254 regulation of protein-containing complex assembly",1
"554","GO:0051054",0.000270987729333102,0.00776081464548557,"positive regulation of DNA metabolic process","GO:0051054 positive regulation of DNA metabolic process",1
"555","GO:2000147",0.000276364345331907,0.00790053460006494,"positive regulation of cell motility","GO:2000147 positive regulation of cell motility",1
"556","GO:0006479",0.000277398478256616,0.00790162343989133,"protein methylation","GO:0006479 protein methylation",1
"557","GO:0008213",0.000277398478256616,0.00790162343989133,"protein alkylation","GO:0008213 protein alkylation",1
"558","GO:0001525",0.000287097465775419,0.00816324084586522,"angiogenesis","GO:0001525 angiogenesis",1
"559","GO:0016311",0.000289614253362451,0.00822007109811922,"dephosphorylation","GO:0016311 dephosphorylation",1
"560","GO:0032879",0.00029519451539354,0.00836349318077484,"regulation of localization","GO:0032879 regulation of localization",1
"561","GO:0002040",0.000312102771996737,0.00881614152958535,"sprouting angiogenesis","GO:0002040 sprouting angiogenesis",1
"562","GO:0007029",0.000312282335788918,0.00881614152958535,"endoplasmic reticulum organization","GO:0007029 endoplasmic reticulum organization",1
"563","GO:0016556",0.000313195247571869,0.00882620923263815,"mRNA modification","GO:0016556 mRNA modification",1
"564","GO:0072089",0.000326721377942102,0.00919106628090318,"stem cell proliferation","GO:0072089 stem cell proliferation",1
"565","GO:0032870",0.000336229004662844,0.00944178652739945,"cellular response to hormone stimulus","GO:0032870 cellular response to hormone stimulus",1
"566","GO:0045637",0.00035051438852563,0.00982554997941279,"regulation of myeloid cell differentiation","GO:0045637 regulation of myeloid cell differentiation",1
"567","GO:0071363",0.000357755287195348,0.0100108384244116,"cellular response to growth factor stimulus","GO:0071363 cellular response to growth factor stimulus",1
"568","GO:0000075",0.000360288809229662,0.010063982829644,"cell cycle checkpoint signaling","GO:0000075 cell cycle checkpoint signaling",1
"569","GO:0000480",0.000376403287843077,0.0104956319242852,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","GO:0000480 endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1
"570","GO:0043534",0.000385031517514219,0.0107019621728624,"blood vessel endothelial cell migration","GO:0043534 blood vessel endothelial cell migration",1
"571","GO:0051607",0.000385826444149583,0.0107019621728624,"defense response to virus","GO:0051607 defense response to virus",1
"572","GO:0140546",0.000385826444149583,0.0107019621728624,"defense response to symbiont","GO:0140546 defense response to symbiont",1
"573","GO:0046636",0.00039088493639478,0.0108233514848858,"negative regulation of alpha-beta T cell activation","GO:0046636 negative regulation of alpha-beta T cell activation",1
"574","GO:0001932",0.000391699605544024,0.010827013835473,"regulation of protein phosphorylation","GO:0001932 regulation of protein phosphorylation",1
"575","GO:0006515",0.000397049138776188,0.0109557941492574,"protein quality control for misfolded or incompletely synthesized proteins","GO:0006515 protein quality control for misfolded or incompletely synthesized proteins",1
"576","GO:0000966",0.000399324711525995,0.010999454640749,"RNA 5'-end processing","GO:0000966 RNA 5'-end processing",1
"577","GO:0042325",0.000402928648091315,0.0110794903476894,"regulation of phosphorylation","GO:0042325 regulation of phosphorylation",1
"578","GO:0030522",0.000407099437219315,0.01115550893078,"intracellular receptor signaling pathway","GO:0030522 intracellular receptor signaling pathway",1
"579","GO:0090130",0.000406996432297494,0.01115550893078,"tissue migration","GO:0090130 tissue migration",1
"580","GO:0031050",0.000408735151697561,0.0111617761047048,"dsRNA processing","GO:0031050 dsRNA processing",1
"581","GO:0070918",0.000408735151697561,0.0111617761047048,"production of small RNA involved in gene silencing by RNA","GO:0070918 production of small RNA involved in gene silencing by RNA",1
"582","GO:0034314",0.000416281755109679,0.0113288616236195,"Arp2/3 complex-mediated actin nucleation","GO:0034314 Arp2/3 complex-mediated actin nucleation",1
"583","GO:0050685",0.000416281755109679,0.0113288616236195,"positive regulation of mRNA processing","GO:0050685 positive regulation of mRNA processing",1
"584","GO:0010631",0.000419603671140154,0.0113997120655988,"epithelial cell migration","GO:0010631 epithelial cell migration",1
"585","GO:0016242",0.000422280928874234,0.0114512284537079,"negative regulation of macroautophagy","GO:0016242 negative regulation of macroautophagy",1
"586","GO:1901990",0.000422943393033711,0.0114512284537079,"regulation of mitotic cell cycle phase transition","GO:1901990 regulation of mitotic cell cycle phase transition",1
"587","GO:0071478",0.00043622974506765,0.0117908366869563,"cellular response to radiation","GO:0071478 cellular response to radiation",1
"588","GO:0072655",0.000438373275197957,0.0118286231025353,"establishment of protein localization to mitochondrion","GO:0072655 establishment of protein localization to mitochondrion",1
"589","GO:0010942",0.000456576674516022,0.0122988888249087,"positive regulation of cell death","GO:0010942 positive regulation of cell death",1
"590","GO:0065008",0.000464510551361008,0.0124913973015148,"regulation of biological quality","GO:0065008 regulation of biological quality",1
"591","GO:0051093",0.000469991425467696,0.0126174009415744,"negative regulation of developmental process","GO:0051093 negative regulation of developmental process",1
"592","GO:0042509",0.000471926265864258,0.0126266140543041,"regulation of tyrosine phosphorylation of STAT protein","GO:0042509 regulation of tyrosine phosphorylation of STAT protein",1
"593","GO:0043966",0.000471926265864258,0.0126266140543041,"histone H3 acetylation","GO:0043966 histone H3 acetylation",1
"594","GO:1901800",0.000473361912034146,0.0126437038658818,"positive regulation of proteasomal protein catabolic process","GO:1901800 positive regulation of proteasomal protein catabolic process",1
"595","GO:0032968",0.00047900106384854,0.0127728250067579,"positive regulation of transcription elongation from RNA polymerase II promoter","GO:0032968 positive regulation of transcription elongation from RNA polymerase II promoter",1
"596","GO:0090132",0.000482288992487959,0.0128389214006946,"epithelium migration","GO:0090132 epithelium migration",1
"597","GO:1901998",0.000507032569879743,0.0134750062876248,"toxin transport","GO:1901998 toxin transport",1
"598","GO:0044092",0.000511536243611092,0.0135719632794876,"negative regulation of molecular function","GO:0044092 negative regulation of molecular function",1
"599","GO:0048646",0.000513742745563297,0.0136077502522659,"anatomical structure formation involved in morphogenesis","GO:0048646 anatomical structure formation involved in morphogenesis",1
"600","GO:0031400",0.000520517209836932,0.0137642100854546,"negative regulation of protein modification process","GO:0031400 negative regulation of protein modification process",1
"601","GO:0030099",0.000526350624743427,0.0138759869707177,"myeloid cell differentiation","GO:0030099 myeloid cell differentiation",1
"602","GO:1901701",0.000526493391930671,0.0138759869707177,"cellular response to oxygen-containing compound","GO:1901701 cellular response to oxygen-containing compound",1
"603","GO:0019220",0.000527420425397766,0.0138773672792056,"regulation of phosphate metabolic process","GO:0019220 regulation of phosphate metabolic process",1
"604","GO:1903829",0.000533932152009547,0.0140254429201713,"positive regulation of cellular protein localization","GO:1903829 positive regulation of cellular protein localization",1
"605","GO:1990089",0.000538490607179613,0.014098501606455,"response to nerve growth factor","GO:1990089 response to nerve growth factor",1
"606","GO:1990090",0.000538490607179613,0.014098501606455,"cellular response to nerve growth factor stimulus","GO:1990090 cellular response to nerve growth factor stimulus",1
"607","GO:0032922",0.00054002746277314,0.0141076306147308,"circadian regulation of gene expression","GO:0032922 circadian regulation of gene expression",1
"608","GO:0039528",0.000542395983548832,0.0141076306147308,"cytoplasmic pattern recognition receptor signaling pathway in response to virus","GO:0039528 cytoplasmic pattern recognition receptor signaling pathway in response to virus",1
"609","GO:0045454",0.000542395983548832,0.0141076306147308,"cell redox homeostasis","GO:0045454 cell redox homeostasis",1
"610","GO:0070198",0.000542395983548832,0.0141076306147308,"protein localization to chromosome, telomeric region","GO:0070198 protein localization to chromosome, telomeric region",1
"611","GO:0045947",0.000563195184646696,0.0145295199993569,"negative regulation of translational initiation","GO:0045947 negative regulation of translational initiation",1
"612","GO:0046112",0.000563195184646696,0.0145295199993569,"nucleobase biosynthetic process","GO:0046112 nucleobase biosynthetic process",1
"613","GO:0051174",0.000561691949182472,0.0145295199993569,"regulation of phosphorus metabolic process","GO:0051174 regulation of phosphorus metabolic process",1
"614","GO:0071428",0.000563195184646696,0.0145295199993569,"rRNA-containing ribonucleoprotein complex export from nucleus","GO:0071428 rRNA-containing ribonucleoprotein complex export from nucleus",1
"615","GO:0110154",0.000563195184646696,0.0145295199993569,"RNA decapping","GO:0110154 RNA decapping",1
"616","GO:0043502",0.000568636701621132,0.0146460875128586,"regulation of muscle adaptation","GO:0043502 regulation of muscle adaptation",1
"617","GO:0051640",0.000573110926725175,0.014737403506356,"organelle localization","GO:0051640 organelle localization",1
"618","GO:0071396",0.000576791520370536,0.0148080489679594,"cellular response to lipid","GO:0071396 cellular response to lipid",1
"619","GO:0045859",0.000594694714386793,0.0152430150863665,"regulation of protein kinase activity","GO:0045859 regulation of protein kinase activity",1
"620","GO:0022604",0.000597129448077098,0.0152624902475588,"regulation of cell morphogenesis","GO:0022604 regulation of cell morphogenesis",1
"621","GO:1904951",0.000597378447228917,0.0152624902475588,"positive regulation of establishment of protein localization","GO:1904951 positive regulation of establishment of protein localization",1
"622","GO:0032543",0.00059911001338587,0.0152821213382319,"mitochondrial translation","GO:0032543 mitochondrial translation",1
"623","GO:0051101",0.000615145313637292,0.0156659639585382,"regulation of DNA binding","GO:0051101 regulation of DNA binding",1
